genes	TCGA-FA-8693-01	TCGA-FA-A4BB-01	TCGA-FA-A4XK-01	TCGA-FA-A6HN-01	TCGA-FA-A6HO-01	TCGA-FA-A7DS-01	TCGA-FA-A7Q1-01	TCGA-FA-A82F-01	TCGA-FA-A86F-01	TCGA-FF-8041-01	TCGA-FF-8042-01	TCGA-FF-8043-01	TCGA-FF-8046-01	TCGA-FF-8047-01	TCGA-FF-8061-01	TCGA-FF-8062-01	TCGA-FF-A7CQ-01	TCGA-FF-A7CR-01	TCGA-FF-A7CW-01	TCGA-FF-A7CX-01	TCGA-G8-6324-01	TCGA-G8-6325-01	TCGA-G8-6326-01	TCGA-G8-6906-01	TCGA-G8-6907-01	TCGA-G8-6909-01	TCGA-G8-6914-01	TCGA-GR-7351-01	TCGA-GR-7353-01	TCGA-GR-A4D4-01	TCGA-GR-A4D5-01	TCGA-GR-A4D6-01	TCGA-GR-A4D9-01	TCGA-GS-A9TQ-01	TCGA-GS-A9TT-01	TCGA-GS-A9TU-01	TCGA-GS-A9TV-01	TCGA-GS-A9TW-01	TCGA-GS-A9TX-01	TCGA-GS-A9TY-01	TCGA-GS-A9TZ-01	TCGA-GS-A9U3-01	TCGA-GS-A9U4-01	TCGA-RQ-A68N-01	TCGA-RQ-A6JB-01	TCGA-RQ-AAAT-01	TCGA-VB-A8QN-01
LRRC32	16.002835617722894	14.200308548360226	25.87071978608401	1.3331575001068359	4.984816837549488	42.446030474972076	18.54036111155824	37.17149617114001	1.3335819324918248	8.456918422400122	26.677237416058233	109.0515688245332	12.31788081674813	66.50352468250753	32.85889315171471	21.77150402046732	51.139438848968894	-1.8554990019592879	-4.79988042633795	61.82357473577531	51.07860661531822	0.9290854497237433	29.66944776761534	21.215804589623076	16.91220953102561	12.69394752295807	51.64210343359787	29.348329363300536	68.56712110327271	54.04881500542865	37.44592416675437	36.4409119438908	41.118483197390105	25.83684549560303	26.878439083681997	24.351447399059452	-1.3535075213706023	19.91655430847368	5.1259048917693235	4.236154188005685	11.087859810053487	18.69270209419369	2.9045920304661195	-7.878822914544116	32.09377374839028	155.95066016282658	-8.861075566459022
SIGLEC15	5.6966664263966464	11.229209776337953	8.174643640418338	2.97503157050636	8.84928166289707	2.061969795220662	4.144485971186711	-1.2566979944227512	6.523232480762644	3.522092971650622	4.159683743096707	-0.8010168986642441	4.765782885920174	3.8435954599849538	4.328384736917641	10.01353561465288	3.568190463577565	-0.5005540864845415	5.809656883713998	3.5914713887820255	5.2106904399632725	38.50741338795576	5.110587392908926	4.664286973299525	4.0002847664350725	5.5633683376830305	4.7994095216424455	13.258522712454237	-1.8126589261230919	6.236639100303975	6.506175234401951	3.8595689358540426	6.287834258901668	3.0051938282895634	4.5548339278338545	8.32254308870506	2.782719732331458	4.7248718911613565	5.061384518659196	0.5169263303178724	19.646372024287587	5.65002961335658	6.594507700779602	6.329572465226192	4.122107110580174	-1.2267635784446185	6.053125509000111
TDO2	1.5958974307921494	7.886421102041993	19.959214076085033	2.2097608181084354	2.6462400402855337	2.428440430849392	5.168474346372889	9.117363147500697	4.514348551483707	3.128912479767763	6.378547359694977	6.571679302466123	-2.9009756332096686	5.283131529334753	4.963837295444208	5.257881306997604	4.337549382535485	3.209704927770275	0.5767106830391242	8.38579166214052	0.8258021019029798	4.825753879586799	1.533230231486172	7.527792332542305	-1.0808519556141079	2.832199930397138	6.372104464575557	3.411054367597444	-2.692230721820536	8.159703583753767	6.64466249535144	6.129261455456415	4.45518281911032	1.8703295332779533	8.938936929427669	6.067090148368862	12.530684226542164	15.879395605719864	1.867204353509095	2.1144544258974918	5.450177388595051	2.8564673849993483	11.795974572381226	5.86952097061598	4.303376044803699	0.1936908220843776	3.9985777985952353
BIRC7	4.898698705909204	0.9821118846087629	2.552276238277482	4.21700514903495	3.0394893726803147	2.849905392428507	1.3579209734939468	-0.2734019378218484	6.190702472626366	1.6145472903063265	1.9098142071134205	2.187948193384006	1.8860851333129283	1.9842486719953634	1.7627673034394817	1.8732741501448764	1.6626734922014599	2.5719438047515624	3.5062583873847295	3.0628018327046007	2.8123679601554272	19.050852400284942	8.979403692504228	3.8201074408236266	3.003656669004691	3.054631493667685	4.439615228667069	8.24090848152164	2.2024131002206886	2.15794460352323	2.782432047454474	2.230067454716668	3.497053462206594	2.8178755732263134	1.2157081489279093	4.921941301123663	4.815466827905926	1.638895346304185	3.1058360632361186	1.2525033843108133	7.407547071967041	4.536651909003375	2.3919576233351982	2.760566061784818	3.853462040900702	0.5052733889938033	4.913379877370414
TGFB1	62.50001897020741	71.15922497540961	80.21999072582368	90.58641469446462	64.4075463950276	73.36110106614234	66.38415906436698	81.4844475582005	91.5738689404331	62.757704506867384	53.67763293376231	46.61864627014481	33.70476649903458	48.24332317981518	55.98358528614084	75.24241855480315	89.80644061158964	87.3742888971021	63.675257861036656	63.844887286342185	53.65731021291032	76.85799778447364	87.43295763923899	85.79684154264825	50.778832569288966	62.23282958704783	67.51407581604923	54.45453622902507	55.13918511835445	59.194313214185755	81.06537295649845	79.24779799761703	66.22427384974151	68.39452386814418	58.95504219645683	74.60062498461892	114.17982226755319	72.33521242720829	73.49851480527666	63.913806149183614	49.30834707281713	70.14155813664891	93.92876770387937	71.33686536595798	71.13963056891963	70.91235284553798	73.58746642046339
IDO1	130.01444333084123	33.27560494914292	-53.65856040272604	14.358643401586619	61.718358979467666	95.07223842115138	109.90953207530299	165.62831275086455	112.97564469465044	104.6386292332486	95.39516628515639	14.701260586694161	-32.68375323418104	18.692118515374432	-3.978097902018476	0.5131197179380251	143.00339810425112	183.04714187525906	78.41438986410958	54.05960290775363	-26.290841014372518	166.96328673516348	505.3714957823437	16.022609155180817	-106.07938867825555	92.06896877854024	29.719844313259728	8.389936306203708	-3.6279055070770028	28.401079561551114	80.85583795168327	54.63343813676329	7.145855486297023	-19.010154238853943	12.73228971513231	47.50608071937518	240.1142113254606	181.18669952916218	26.8896111488275	63.33146383522467	-13.484996198157432	9.170885128459759	323.3113236204954	79.9062131763892	9.63507818953849	11.170257214895628	55.98912255728749
PDCD1LG2	11.307190113971501	13.912177767655578	10.00059977038552	4.682184432248391	7.279744230451172	17.02783719217132	0.5856798951604674	6.953415048023203	4.79343680101141	17.874992222078163	19.268269064319213	5.353279332084924	4.442080939357709	3.9817870022916395	2.5016167625668118	1.6692212975056009	-0.20588595048639036	28.5613863688979	12.3558209491963	12.5402207124435	9.063033701965594	27.480457442847865	1.0839308487806534	5.918544486675103	-5.85945365855963	16.152190103830605	8.644777154474752	-5.307735272053378	2.2992808551430244	5.743253035880684	10.0976913816109	-1.2323645423376774	9.95225865991813	2.6947895420403256	0.6597858755781658	9.613635509957533	39.670336273596945	13.38019080425056	3.118910650763894	7.422240226231224	61.19639807820204	4.254674979962488	17.043283575245766	13.671544975952997	4.9775693784348505	-0.4534804258349254	-7.002585123672986
IL10	16.808227466300423	3.122827341515517	22.30479360001175	13.973104167616668	30.173115515644554	45.51484032370115	20.17152589894272	13.672800197546053	16.450210573516586	21.79547667689974	1.6779840649494417	15.57333112658614	-3.1690019993324086	6.723874715811348	10.399517893105212	19.926895928922818	66.26412483030555	78.37590842947577	2.6756754862248044	7.907791878007856	-14.788973119222192	11.825686080569994	7.6939216072782415	2.9556399202466537	-7.119456314805802	8.649105025319841	4.355132822059204	-1.7602894204839004	6.581972214274515	12.488887835533546	20.453078370767116	15.958555845474393	21.172684992472227	13.812312791656382	30.328138169396766	-0.6516795730093463	21.275175350572226	8.64643089805395	-10.0146169286445	8.148959764277492	16.98099555732699	-7.129010889689084	11.96553208214209	20.80456778209009	14.038753902094868	7.19541318791039	-1.0632230554889475
ARG1	-0.007259956247389843	0.0018103283080488364	0.07594263179275396	0.04255216558592534	0.038864902074831176	0.02553785433444944	0.039824980468864624	0.19542454795325037	0.09215496843731152	0.010193849659305032	-7.729277432663162e-4	0.019986783508009864	0.005636199349055793	0.03533748491188704	0.018412498614789885	0.06977894640934779	0.015596009595544857	0.10247128075431022	0.03501046850010581	3.658488850887265e-4	0.018335557589254203	0.007221770324153609	0.005516070068828649	0.04426583620646207	0.04210797561312252	0.01797130797774149	0.04394112294721508	-0.008592417412636388	0.01944278276275979	0.03044626826764618	0.029843927165931206	0.040639282013060885	0.03197196125875301	0.026605759862632694	-0.002420825904577706	0.08440993605269076	0.3368710376322262	0.10288750006339387	0.14363086175145534	-0.008573325416228683	0.009350273094435702	0.09249836237029752	0.14712483846832936	0.06576554010492819	0.01743382290040274	-0.00613300119527338	0.027556831343081845
CCL2	61.308866997871064	20.776729748179832	-12.674286703744883	42.575926643946104	69.16850380088385	163.58082831911315	96.14682642869457	224.64822151011913	68.44568209581439	94.98785702738428	24.864981154332554	37.64942478738021	-21.571094529946095	33.863302184014856	17.758919867045506	76.31841239456162	119.93423313675544	206.71575461308407	53.271375141365525	72.12471155789012	-17.361890820028975	80.67015569814703	41.6977007919827	88.87802450376876	-12.610215406496536	80.37705779254111	71.44471249782873	38.94533195132067	57.434877975988684	86.70512279300283	85.206956150098	68.4735479536971	55.87879427469352	69.2619923984787	17.72700156107885	100.08786523540061	141.59555290494222	162.86264630229357	42.507833298903506	50.40482213842324	77.54467622248649	74.71209166968765	265.5449051407277	126.48808362304885	63.040118620263	66.65935236020778	25.53979853023452
LGALS3	176.7918962011264	102.50160304782787	421.258563414725	182.7734625783237	143.143394601517	141.6599931511007	79.1322729643756	188.22504061868733	129.17454279270748	156.90987416001838	146.02478331047973	84.89108567359506	9.926279827003668	66.40893308031411	123.25508821480094	121.92339002957931	165.1948172824832	132.79600605983126	99.38375889303245	171.88331104271197	20.40777578582447	215.57035387032795	155.53825250328987	279.2049668894638	117.1072155964091	140.6600493680677	213.11850337957765	70.7393043913479	35.54362480553323	107.33413493372939	149.03251191024344	105.72556337576384	213.75344341165282	186.39384662494513	154.97537526062217	198.90568712737092	312.82153755985894	147.29566859971032	75.5592562233478	169.00754056389485	213.69957094747042	152.1958794947002	139.30294451985117	205.2585923536643	237.09066626279457	77.46833601058245	146.48111313601453
ARG2	1.8982184877477248	0.560469384267952	2.142721850355782	0.9088246555184387	2.29206423596953	1.8909965632354488	1.6310246846662881	2.569207491418714	3.2028953347347358	1.3907590303543085	0.6857567446706643	1.4592166201077728	0.42790119187729836	1.269093151647617	1.1010284359755538	1.2807662242996614	4.411760913269109	3.069818494658417	0.5844866563062237	0.9180264350153156	0.3796844546702687	0.8092553876831392	0.2818063682330667	1.757242149323762	0.44566012342903605	1.193023868348421	1.460699187478646	1.2384506649720652	1.265213980034936	0.9927554752453904	1.8671477775563705	1.7573762734641942	2.3127410763816663	1.3295014112148404	1.3212619543490423	1.5723093039260423	1.5877294989408384	0.49727098972890715	-0.05294845128286951	0.994033947101645	0.3990229575376194	1.3064894814153742	2.904111223362026	1.3448625878617797	1.2883538670535462	0.3523802896243531	1.32635750049751
CD274	-24.335317789427684	25.00263353513058	428.00605632791536	14.581786201073001	17.263744032271774	4.557772024083331	40.87432863311984	52.50975764838805	41.20123020243417	13.576248309152536	93.85495788553754	31.19949200655482	-42.33836434814551	29.188984427678733	33.3600898618576	6.55969853345347	133.384163665911	22.833072507814137	-27.001185490273706	-13.433550229575374	-67.12067206081878	17.963189269318914	-4.204202761465284	22.257946884807545	-25.977103105893967	1.8361598265962398	21.93792202571805	17.810559901772113	-33.686849179808625	-60.72940674436629	24.49104269386007	8.169246179293351	33.16156529773208	-11.105587086640242	27.207201353510108	19.805921930002707	38.22425405012968	34.48003288621529	8.612240882357671	29.586897544580463	45.91152465137021	0.8445139216562869	-10.70392923921364	34.253213191189474	18.854957700805624	16.138238384920932	27.636015533143354
CCL22	15.533733322255785	21.889454777679475	103.17611952367247	44.93023627285697	-20.020257079514977	1.3736645400008456	33.22511018132582	47.53024012121455	107.70401387674588	26.817914951099056	75.21300600720542	24.219503185554004	-11.785358356970164	22.711084806336885	30.169524335992037	-9.294050599555703	-19.5125825670857	25.938251257310185	63.72865596424094	46.6459023322318	27.024367529367964	178.15948063948804	-14.038131100673127	17.840701462414017	-28.04118493062606	28.2011241742332	38.746641556632085	-6.9100512403363155	-25.235352522602398	32.04655775445417	26.02666117861122	22.841839069995103	-16.825581468700193	-14.47128227616281	14.788658944290319	44.19330846796424	25.297199957891735	189.61139243331831	41.79254359291281	-2.936805813518049	153.98759175258806	40.65628950605719	156.68786965451727	62.988452742830304	-0.24956791823206004	2.0535307175669004	28.076983405049532
