transcript_id	gene_id	TCGA-3X-AAVB-01	TCGA-W5-AA2W-01	TCGA-WD-A7RX-01	TCGA-W5-AA2H-01	TCGA-W5-AA2U-01	TCGA-W5-AA2T-01	TCGA-W5-AA2O-01	TCGA-W5-AA34-11	TCGA-W5-AA36-01	TCGA-W5-AA2I-01	TCGA-ZU-A8S4-11	TCGA-3X-AAVE-01	TCGA-ZH-A8Y6-01	TCGA-W5-AA33-01	TCGA-W5-AA2X-01	TCGA-W5-AA38-01	TCGA-W5-AA2U-11	TCGA-4G-AAZT-01	TCGA-YR-A95A-01	TCGA-W5-AA31-01	TCGA-ZH-A8Y1-01	TCGA-ZH-A8Y2-01	TCGA-W5-AA2X-11	TCGA-W5-AA39-01	TCGA-W5-AA2Z-01	TCGA-3X-AAVA-01	TCGA-W5-AA2R-11	TCGA-ZH-A8Y8-01	TCGA-ZD-A8I3-01	TCGA-W5-AA2R-01	TCGA-W5-AA34-01	TCGA-3X-AAV9-01	TCGA-W5-AA2I-11	TCGA-ZU-A8S4-01	TCGA-W5-AA31-11	TCGA-W5-AA30-01	TCGA-ZH-A8Y4-01	TCGA-W5-AA2G-01	TCGA-W5-AA2Q-11	TCGA-ZH-A8Y5-01	TCGA-W5-AA30-11	TCGA-W6-AA0S-01	TCGA-W5-AA2Q-01	TCGA-3X-AAVC-01	TCGA-4G-AAZO-01
ENST00000523779	IDO1-209	-1.6394	0.547	2.2633	3.9617	-0.3383	-2.8262	-4.6082	-3.3076	-9.9658	-1.685	-2.9324	3.7083	-9.9658	-1.3548	-3.0469	-9.9658	-9.9658	-0.6643	-2.0529	0.1519	-2.9324	-4.6082	-2.0529	-9.9658	1.0363	-1.1172	-2.3884	0.8408	-9.9658	2.5658	-9.9658	1.1447	-5.5735	2.4465	-1.7322	-0.2845	-4.035	-1.685	-6.5064	-9.9658	-1.8836	-0.1345	-9.9658	2.9148	0.2154
ENST00000367099	IL10-201	-9.9658	-9.9658	-9.9658	-4.035	-3.6259	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.035	-9.9658	-2.6349	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658
ENST00000423557	IL10-202	-1.3548	-3.3076	-2.5479	-0.1665	-1.0262	-4.6082	-2.6349	-3.1714	-3.3076	-4.035	-0.2671	-1.8314	-4.6082	-0.9971	-5.5735	-2.2447	-2.0529	-6.5064	-9.9658	-2.2447	-3.1714	-5.5735	-2.3884	-5.0116	-4.035	-3.0469	0.3573	-1.4699	-3.6259	-2.0529	-5.5735	-2.3147	-5.0116	-0.5756	-0.5543	-2.5479	-3.6259	-2.9324	-2.9324	-4.6082	-4.035	-0.9971	-3.458	-1.5105	-9.9658
ENST00000471071	IL10-203	-9.9658	-1.7322	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.9324	-6.5064	-9.9658	-0.6643	-0.9132	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.0262	-9.9658	-9.9658	-9.9658	-9.9658	-3.0469	-9.9658	0.5763	-1.9379	-1.7322	-9.9658	-9.9658	-3.1714	-9.9658	-1.1488	-0.7346	-9.9658	-3.0469	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658
ENST00000254301	LGALS3-201	8.8714	6.2961	7.7333	5.3009	7.4825	7.1528	6.8434	3.154	5.4172	6.8637	2.5658	7.0677	8.732	8.1385	8.6595	8.4035	4.4183	6.6496	7.1173	7.0734	7.9376	6.9516	4.0909	7.5241	7.8477	6.7737	2.6895	7.6044	8.047	5.8637	6.8813	8.4193	2.2299	7.4573	2.362	6.5635	6.4512	7.7361	4.2803	10.339	3.6657	7.4504	7.9474	8.1576	5.6952
ENST00000553493	LGALS3-202	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658
ENST00000553755	LGALS3-203	6.2538	3.6905	4.0383	0.6425	5.2555	4.6668	2.9507	0.5568	1.736	-0.1665	-0.4325	5.0798	6.2915	6.2003	5.6494	5.5205	-9.9658	-2.4659	3.6089	4.0807	5.1322	4.9547	1.5902	3.2752	5.044	2.5437	-0.4325	3.8218	5.774	4.0532	2.59	5.7099	-9.9658	4.9031	-1.0862	2.2019	4.215	5.5525	0.4552	7.012	-0.2498	4.7005	5.3424	5.5681	2.7805
ENST00000554715	LGALS3-204	-1.685	0.044	-1.0559	-9.9658	-1.7322	-1.0262	-0.4131	-9.9658	-9.9658	-3.458	-9.9658	-1.4305	1.3283	1.934	1.4228	-2.8262	-9.9658	-9.9658	-1.5522	-1.4305	0.4125	-9.9658	-2.8262	-9.9658	-1.5105	-2.6349	-9.9658	-1.3548	-1.5105	-2.6349	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-0.8863	-2.7274	-1.4305	-2.5479	2.3843	-9.9658	-1.3183	0.3231	-0.5332	-2.1779
ENST00000556263	LGALS3-205	-2.114	-1.7809	-9.9658	-9.9658	-2.1779	-1.0262	-1.4305	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.0262	-0.1031	-1.2481	-2.0529	-9.9658	-9.9658	-0.8599	-1.4305	-1.4699	-9.9658	-9.9658	-9.9658	-0.5973	-9.9658	-9.9658	-0.9971	-9.9658	-9.9658	-9.9658	-2.2447	-9.9658	-9.9658	-9.9658	-9.9658	-1.0862	-1.8314	-9.9658	0.7146	-9.9658	-0.5543	-0.4719	-1.7322	-9.9658
ENST00000556322	LGALS3-206	-2.2447	-9.9658	-9.9658	-9.9658	-2.3147	-9.9658	-2.6349	-9.9658	-9.9658	-1.9942	-9.9658	-2.0529	-1.9942	-9.9658	-2.3147	-9.9658	-9.9658	-9.9658	-2.6349	-2.5479	-0.5756	-9.9658	-9.9658	-0.5973	-2.1779	-2.1779	-9.9658	-2.7274	-1.9379	-9.9658	-9.9658	-0.7588	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.0262	-9.9658	-1.7809	-9.9658	-2.5479	-9.9658	-1.8836	-9.9658
ENST00000556438	LGALS3-207	2.9911	1.2934	1.4704	0.0718	1.2815	2.7679	0.7058	-2.6349	-0.1504	1.7489	-2.4659	1.2636	3.4437	3.3828	3.9746	2.0742	-0.8084	1.2333	1.9749	2.2299	2.6828	0.9191	-0.394	1.8282	1.8879	0.6699	-5.0116	1.736	3.1079	0.4761	1.8404	2.5087	-2.1779	1.5266	-2.4659	1.5064	0.7579	1.8564	-1.2828	4.7312	-1.2481	1.8801	2.59	2.6114	0.679
ENST00000260061	LRRC32-201	4.834	2.5213	3.6961	1.412	3.1261	2.4306	1.8119	0.9568	3.1162	-0.4131	0.6608	3.0287	4.1547	4.0532	2.4492	2.0673	1.0222	2.6738	3.2647	4.0357	4.2212	3.0585	2.0742	2.2237	4.8248	3.3745	0.9038	3.6894	3.6451	2.9488	1.5415	5.1023	0.7146	3.1701	1.1706	4.0653	2.3222	3.6725	2.6043	3.5547	2.299	2.7465	3.325	1.4808	1.105
ENST00000404995	LRRC32-202	1.0433	-0.4325	0.8164	-2.114	0.8647	-0.1187	-1.685	-1.5951	-0.9406	-2.2447	-2.1779	0.1776	1.6964	1.5661	-0.1345	-0.1993	-1.5105	-0.1993	-0.1031	1.3567	1.5266	-0.1993	-0.5543	-1.7322	1.5854	0.5568	-0.4521	-0.2328	0.1648	0.0158	-2.114	2.1638	-1.3183	0.6969	-0.7108	1.5998	-1.2481	1.2636	0.4552	0.9789	0.1648	0.3573	0.9862	-0.1993	-2.8262
ENST00000407242	LRRC32-203	2.2391	0.8883	-0.1993	-2.8262	0.5271	0.8488	-1.5951	-3.3076	-1.4699	-9.9658	-3.0469	0.9115	1.9749	1.949	-0.8339	-0.9406	-0.8599	-9.9658	-1.2142	1.934	2.3077	0.03	-1.8314	-9.9658	2.4518	1.2756	-1.4699	1.3791	1.1316	1.2085	-2.5479	2.4008	-2.8262	0.1257	-1.0262	1.7575	1.4065	1.3167	0.4125	2.2482	0.099	1.2147	0.9419	1.7273	-9.9658
ENST00000421973	LRRC32-204	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658
ENST00000464145	LRRC32-205	5.6767	1.4808	4.5129	3.2389	2.7763	3.7486	3.1426	1.5013	4.7919	3.3307	1.1316	2.2813	3.1637	2.651	3.4687	3.0358	2.5288	5.8657	4.9208	3.8749	3.6289	2.1894	2.3953	2.5036	3.8136	3.3492	0.6699	3.5706	4.554	2.7679	2.7826	5.4047	1.7009	3.728	1.5758	4.0748	2.2693	3.7867	3.6324	3.3148	2.9109	2.7465	2.5948	3.0927	2.5487
ENST00000397747	PDCD1LG2-201	0.4552	-0.5543	-0.2498	0.8647	-0.4325	-4.2934	-3.0469	-1.0262	-2.6349	-5.0116	-0.8084	0.434	-0.9132	0.2881	-4.6082	-2.6349	-1.3548	-2.5479	-1.7322	-0.013	-1.4305	-1.1811	-0.7108	-5.5735	-0.6416	-1.5522	-0.8599	0.2522	-1.9942	1.2271	-2.114	0.7146	-1.9942	4.3148	-1.1172	-0.6873	-2.3884	0.2998	-0.0277	-1.7809	-1.1811	-0.8863	-1.4699	-0.3383	-1.9942
ENST00000389474	SIGLEC15-201	-1.4699	-9.9658	-5.5735	-2.4659	-3.458	-9.9658	-5.0116	-9.9658	-9.9658	-2.9324	-9.9658	-5.0116	-9.9658	-4.6082	-9.9658	-9.9658	-4.6082	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-5.0116	-9.9658	-4.6082	-3.458	-2.6349	-9.9658	-2.114	-9.9658	5.323	-9.9658	-5.0116	-9.9658	-2.4659	-4.2934	-9.9658	-9.9658	-9.9658	-9.9658	-2.3884	-9.9658
ENST00000546268	SIGLEC15-202	-4.6082	-1.8836	-3.816	-9.9658	-2.2447	-4.6082	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.6082	-4.6082	-5.0116	-2.5479	-9.9658	-9.9658	-9.9658	-9.9658	-1.9942	-3.6259	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.6349	-4.035	-2.9324	-5.0116	-3.3076	-9.9658	-3.0469	-9.9658	-2.1779	-9.9658	-3.3076	-9.9658	-9.9658	-9.9658	-9.9658	-2.114	-2.5479	-4.035
ENST00000587418	SIGLEC15-203	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.6259	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.9324	-9.9658	-9.9658	-9.9658	-4.2934	-3.458	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.035	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	0.4552	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658
ENST00000593178	SIGLEC15-204	2.2082	2.4779	-0.9406	-2.8262	0.058	-0.9971	-3.6259	-1.5951	-3.816	3.2282	-3.6259	-1.9942	-2.114	2.3677	-4.2934	5.1375	-1.9942	-1.685	-3.816	0.8164	2.694	-2.7274	-4.2934	-5.5735	-2.7274	-2.6349	-4.035	1.8363	1.934	2.0707	-4.2934	-0.6416	-1.5951	6.3792	-1.7809	0.8488	-2.1779	-1.5951	-2.3147	-1.8314	-2.4659	-3.816	3.7443	2.4386	-0.394
ENST00000602118	SIGLEC15-205	-9.9658	-9.9658	-9.9658	-2.3884	-9.9658	-9.9658	-9.9658	-9.9658	-6.5064	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	0.8164	-9.9658	-1.685	-6.5064	-9.9658	-9.9658	-9.9658	-3.6259	-9.9658	-9.9658	-9.9658	-2.5479	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	1.3454	-9.9658	-9.9658	-9.9658	-1.9379	-9.9658	-9.9658	-9.9658	-4.035	-9.9658	-9.9658	-9.9658
ENST00000503634	TDO2-201	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.6259	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.6259	-9.9658	-9.9658	-3.6259	-9.9658	-9.9658	-4.035	-9.9658	-1.5105	-3.6259	-9.9658	-9.9658	-9.9658	-3.816	-3.816	-2.5479	-9.9658	-9.9658	-3.3076	-9.9658	-2.5479	-3.816	-9.9658	-9.9658	-3.6259	-3.458	-9.9658	-4.035	-9.9658	-9.9658	-9.9658	-9.9658
ENST00000506072	TDO2-202	-9.9658	-3.0469	-9.9658	-9.9658	-9.9658	-3.6259	-9.9658	-1.3921	-9.9658	-9.9658	-1.6394	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.5522	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.6259	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-0.1187	-2.9324	-9.9658	-9.9658	-9.9658	-1.9379	-0.6193	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.458	-9.9658	-3.1714	-9.9658	-9.9658
ENST00000506181	TDO2-203	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.2934	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.6082	-9.9658	-9.9658	-4.2934	-9.9658	-9.9658	-9.9658	-4.6082	-9.9658	-2.2447	-9.9658	-9.9658	-3.3076	-3.3076	-9.9658	-4.6082	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658
ENST00000507590	TDO2-204	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.4659	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.0469	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.1714	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.8262	-9.9658
ENST00000509738	TDO2-205	-4.6082	-9.9658	-1.1811	-9.9658	-3.6259	-9.9658	-2.5479	2.0465	-9.9658	-9.9658	0.7999	-4.2934	-9.9658	-1.8836	-3.816	-9.9658	2.7161	-9.9658	-2.6349	-0.9971	-4.2934	-9.9658	3.162	2.8819	-3.458	-9.9658	-0.3752	-2.3147	-2.9324	-9.9658	-9.9658	-9.9658	1.9527	-3.458	2.3337	-9.9658	-9.9658	-1.9379	-0.5332	-9.9658	1.3109	-9.9658	-2.2447	-4.2934	-9.9658
ENST00000510293	TDO2-206	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	1.4281	-9.9658	-9.9658	0.4657	-9.9658	-9.9658	2.0325	-9.9658	-9.9658	-0.6416	-0.9132	-3.1714	1.5064	0.688	-9.9658	-9.9658	-0.0725	-0.6416	-1.1811	-9.9658	-9.9658	-9.9658	0.9419	-9.9658	1.46	-0.2845	-9.9658	-0.9686	0.605	-9.9658	0.6239	-9.9658	-0.8339	-9.9658	-9.9658
ENST00000512584	TDO2-207	-4.6082	-5.5735	-1.4305	-6.5064	-6.5064	-6.5064	-3.0469	2.0604	-9.9658	-9.9658	0.8568	-5.0116	-4.6082	-2.114	-6.5064	-9.9658	2.5707	-9.9658	-3.3076	-1.2142	-4.6082	-9.9658	3.0515	3.6612	-3.0469	-6.5064	0.4967	-2.3147	-4.6082	-6.5064	-9.9658	-6.5064	2.3077	-5.0116	2.299	-4.6082	-9.9658	-3.0469	-0.1828	-6.5064	1.4065	-4.6082	-1.8314	-3.3076	-9.9658
ENST00000536354	TDO2-208	1.5612	1.1382	5.1367	1.5902	0.7579	0.9115	4.2803	7.5813	0.6145	0.1648	8.5863	1.2636	1.0363	5.4446	0.8961	2.0638	8.9716	0.1388	3.9089	5.8592	2.2753	-1.3921	8.5391	9.1365	2.694	1.884	7.744	4.8309	2.7826	-0.1504	-0.6873	1.4859	8.4079	3.7313	8.4931	2.2206	3.3478	5.7304	7.0635	1.0151	8.2431	1.614	3.6101	3.011	-2.2447
ENST00000221930	TGFB1-201	5.2208	5.4932	4.4874	5.7501	4.2892	5.6011	2.9893	2.0004	5.0571	1.7273	2.0147	4.6404	3.7529	4.5167	3.1095	3.5633	2.0878	4.2929	3.644	7.1901	5.7514	5.5441	2.9692	2.1345	5.8344	6.3386	2.2633	6.0926	5.8339	4.4816	3.7226	5.709	0.9268	6.154	2.0604	4.5454	4.3456	6.1799	3.6113	5.213	2.9948	7.4534	4.5928	3.7529	3.3221
ENST00000597453	TGFB1-202	-0.4521	-0.7108	-1.8836	1.9111	-1.1811	-1.6394	-1.0262	-2.3147	0.7832	-0.8084	-2.2447	-1.9942	-1.7809	-9.9658	-0.9971	-0.3201	-9.9658	-0.6643	-9.9658	0.8647	0.5666	-1.8314	-1.2828	-9.9658	-1.8836	-9.9658	-9.9658	0.9642	-0.394	-1.0559	-0.7834	-1.6394	-9.9658	0.2154	-9.9658	-0.8084	-1.9942	-0.9132	-1.3921	-1.685	-9.9658	1.5563	-9.9658	-9.9658	-1.0862
ENST00000598758	TGFB1-203	0.9343	0.8805	1.683	3.644	-0.1345	0.5568	0.2762	0.1519	-0.013	1.6875	-0.6643	0.7233	1.1382	1.1577	0.547	1.7446	0.537	3.4817	1.0642	0.8805	-9.9658	1.0151	-9.9658	-0.4521	1.3735	1.3109	-2.5479	1.7446	0.099	-0.9132	0.0854	2.0004	-0.2671	1.1117	-2.114	1.3791	1.3791	0.4447	-0.2498	2.7357	-0.5125	1.412	0.1776	-1.0262	-9.9658
ENST00000600196	TGFB1-204	1.6374	1.4441	1.4808	3.3577	-1.4699	1.4281	-0.9971	-1.0862	2.2633	-9.9658	-9.9658	0.044	-2.3884	0.0854	0.5568	-0.1031	-3.3076	1.3511	-0.8863	2.685	-9.9658	1.4911	0.3573	-4.6082	0.9115	1.8484	-1.2142	1.7009	1.9415	1.2147	0.3907	1.0363	-9.9658	2.0604	-2.3884	-0.0574	-1.6394	1.9786	0.3231	1.5514	-9.9658	2.7379	-9.9658	-0.1993	-0.4921
