Name	sample	TCGA-FA-8693-01	TCGA-FA-A4BB-01	TCGA-FA-A4XK-01	TCGA-FA-A6HN-01	TCGA-FA-A6HO-01	TCGA-FA-A7DS-01	TCGA-FA-A7Q1-01	TCGA-FA-A82F-01	TCGA-FA-A86F-01	TCGA-FF-8041-01	TCGA-FF-8042-01	TCGA-FF-8043-01	TCGA-FF-8046-01	TCGA-FF-8047-01	TCGA-FF-8061-01	TCGA-FF-8062-01	TCGA-FF-A7CQ-01	TCGA-FF-A7CR-01	TCGA-FF-A7CW-01	TCGA-FF-A7CX-01	TCGA-G8-6324-01	TCGA-G8-6325-01	TCGA-G8-6326-01	TCGA-G8-6906-01	TCGA-G8-6907-01	TCGA-G8-6909-01	TCGA-G8-6914-01	TCGA-GR-7351-01	TCGA-GR-7353-01	TCGA-GR-A4D4-01	TCGA-GR-A4D5-01	TCGA-GR-A4D6-01	TCGA-GR-A4D9-01	TCGA-GS-A9TQ-01	TCGA-GS-A9TT-01	TCGA-GS-A9TU-01	TCGA-GS-A9TV-01	TCGA-GS-A9TW-01	TCGA-GS-A9TX-01	TCGA-GS-A9TY-01	TCGA-GS-A9TZ-01	TCGA-GS-A9U3-01	TCGA-GS-A9U4-01	TCGA-RQ-A68N-01	TCGA-RQ-A6JB-01	TCGA-RQ-AAAT-01	TCGA-VB-A8QN-01
IDO1-209	ENST00000523779.1	4.677	2.9857	0.1648	2.7993	4.4919	4.943	-0.8084	3.4264	4.4067	3.4674	2.9857	0.1776	3.3689	1.1447	0.4552	3.1781	5.2457	5.1839	2.9224	-2.114	1.2516	5.0519	7.8595	2.7379	-0.8084	3.4856	4.0532	2.9375	2.3366	-0.4325	4.6804	0.0718	2.7444	1.0363	-9.9658	2.4198	5.7002	6.1524	2.0004	-2.6349	3.623	4.0109	6.8616	3.838	3.3938	-1.685	2.9525
IL10-201	ENST00000367099.3	-9.9658	-2.1779	-0.9406	-3.3076	-1.9379	0.044	-9.9658	-9.9658	-3.3076	-9.9658	-4.035	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	2.036	1.4494	-4.035	-1.7322	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	0.3346	-9.9658	0.5568	-9.9658	-1.2828	-9.9658	-3.816	-9.9658	0.0014	-0.9406	-2.8262	-0.5973	-9.9658	-9.9658	-9.9658
IL10-202	ENST00000423557.1	2.5388	1.8524	3.8551	1.4174	2.6161	6.387	-1.0559	2.1114	2.7029	1.3397	1.9264	-0.1345	-1.2142	0.4125	-0.0877	2.108	6.5494	5.6879	2.4198	1.9226	-1.2828	2.5338	3.3605	1.7446	-3.816	1.766	1.3735	0.099	-1.1172	2.043	2.609	2.2421	5.1227	0.0854	5.904	2.2783	4.1716	4.001	1.5998	3.6994	3.945	3.9099	4.1228	4.366	2.108	1.3109	1.4756
IL10-203	ENST00000471071.1	-0.2671	-1.5105	-0.7588	-0.9132	0.4552	0.4552	-2.4659	-0.7346	0.4125	-1.7322	-9.9658	-9.9658	-1.8836	-9.9658	-1.2828	-1.1811	1.614	2.4544	-9.9658	-5.0116	-2.3884	-2.4659	-3.6259	-2.9324	-9.9658	-9.9658	-1.2142	-2.0529	-9.9658	-0.9132	-0.3201	-3.3076	0.9716	-1.2142	2.0946	0.044	2.3871	1.7009	-9.9658	-2.114	2.9013	1.3225	0.8883	-1.685	0.9642	-9.9658	-1.0559
LGALS3-201	ENST00000254301.13	7.6947	7.2831	8.599	7.1511	7.5359	7.0274	6.56	7.0553	6.8226	5.7214	6.8416	5.7323	6.1583	5.1946	6.7944	6.0315	6.5729	7.1716	6.474	7.0308	4.347	7.5233	7.0099	6.4201	6.7203	6.0549	7.6357	6.0308	5.9033	6.4858	8.0099	5.6773	7.5253	6.386	5.4614	7.4808	8.0212	7.394	5.6436	7.2356	7.3628	7.1883	7.4077	7.3544	9.1907	6.2698	7.0324
LGALS3-202	ENST00000553493.5	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658
LGALS3-203	ENST00000553755.5	2.3788	0.3573	5.6736	2.6984	4.783	2.0254	2.7508	3.186	4.314	1.4859	2.3843	0.4125	0.5271	-0.5332	2.4439	0.0718	3.8471	4.0287	1.3454	4.1994	-0.0574	1.6466	-1.5951	-9.9658	0.044	-1.3548	2.0569	0.5859	-9.9658	2.9802	5.31	-0.8084	4.1103	3.287	2.4359	4.7682	5.6654	4.4938	2.5338	-0.5756	4.2929	2.4144	4.3667	2.6208	6.1741	-3.6259	3.3745
LGALS3-204	ENST00000554715.1	-4.035	-9.9658	0.03	-0.9132	-1.685	-9.9658	-3.0469	-3.0469	-1.4699	-9.9658	-2.7274	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.9324	-3.458	-1.3183	-9.9658	-4.035	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.1172	-4.2934	-1.3921	-1.5105	-1.5951	-2.3884	-0.0574	-1.3921	-1.9942	-9.9658	-0.8084	-1.685	-2.7274	-9.9658	-0.2159	-9.9658	-2.3147
LGALS3-205	ENST00000556263.1	-1.6394	-1.7809	0.0854	-1.6394	-1.7322	-2.3884	-9.9658	-9.9658	-9.9658	-2.6349	-9.9658	-9.9658	-9.9658	-9.9658	0.099	-9.9658	-9.9658	-9.9658	-9.9658	-2.2447	-1.5951	-2.9324	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.7274	-2.4659	-0.8339	-1.8836	-0.9971	-1.4699	-3.0469	-9.9658	-9.9658	-1.5522	-9.9658	-9.9658	-9.9658	-1.685	-9.9658	-1.2828	0.03	-9.9658	-1.8314
LGALS3-206	ENST00000556322.1	-2.4659	-9.9658	-2.0529	-1.685	-2.7274	-9.9658	-9.9658	-1.685	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.5479	-2.7274	-3.0469	-2.7274	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.5951	-9.9658	-9.9658	-9.9658	-9.9658	-3.6259	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.6349	-9.9658	-9.9658	-9.9658	-1.7322	-2.2447	-9.9658	-1.3183	-9.9658	-9.9658
LGALS3-207	ENST00000556438.6	1.4704	2.676	2.8055	2.9581	1.6187	1.0079	0.7321	0.688	1.1512	0.1388	1.8762	0.7664	0.8327	0.2642	1.5216	0.6699	1.0293	1.0983	1.0779	2.6533	-0.5756	2.2082	2.1862	1.0711	2.0535	0.6332	2.4306	0.5271	1.2023	1.6558	1.9264	0.7579	2.561	-0.2845	-0.0725	1.614	1.8996	1.2576	-0.1031	1.2209	1.2085	0.8647	2.2482	2.0844	3.4331	1.6604	1.1184
LRRC32-201	ENST00000260061.9	0.4447	2.1013	1.9188	1.3679	1.3109	2.8482	3.8541	2.8602	0.2998	-1.9942	-0.6873	5.2449	-0.0425	2.909	1.7744	2.7183	3.8521	0.6517	1.1706	3.7699	-0.4131	0.8961	0.6145	1.5661	-0.8599	2.0076	2.1378	1.3167	2.5462	4.6594	4.8798	1.2815	5.7877	2.9929	2.8014	4.0225	0.346	2.6185	3.0842	3.0893	1.105	1.5266	2.4727	1.1512	4.1923	3.4504	3.4958
LRRC32-202	ENST00000404995.5	-3.3076	-2.3884	-1.685	-3.0469	-0.5543	-1.0262	-0.3201	-0.7588	-2.5479	-4.6082	-3.458	3.1637	-3.6259	-0.9132	-2.3147	-0.9406	0.0014	-3.3076	-3.816	0.2029	-3.0469	-3.816	-2.8262	-2.4659	-2.8262	-1.6394	-0.394	-2.5479	-0.4131	0.7407	1.3846	-1.6394	2.0254	-0.1504	-2.114	0.1519	-9.9658	-1.2142	-0.1993	-2.1779	-1.8836	-2.0529	-0.4921	-3.1714	0.605	0.2154	1.0222
LRRC32-203	ENST00000407242.6	-3.458	-2.8262	-0.9971	-9.9658	-1.685	-0.8084	0.2881	-0.4131	-3.458	-9.9658	-9.9658	-1.9942	-9.9658	-9.9658	-9.9658	-9.9658	-1.5951	-0.7834	-9.9658	-2.9324	-9.9658	-3.1714	-9.9658	-1.8836	-9.9658	-9.9658	-9.9658	-3.0469	-9.9658	0.9935	0.6425	-9.9658	0.9493	-2.114	-2.1779	-3.0469	-2.2447	-0.2159	-2.5479	-9.9658	-1.9379	-2.0529	1.5415	-0.0277	1.9149	-1.6394	-1.3548
LRRC32-204	ENST00000421973.1	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658
LRRC32-205	ENST00000464145.1	1.9564	5.0286	1.5266	1.3511	0.8805	2.6487	3.7083	4.1318	-0.1031	0.5955	1.3956	7.5187	2.6487	4.9246	4.14	4.7777	2.6918	-0.9406	2.0673	3.245	2.7572	3.7773	3.2915	3.8521	2.1798	4.3618	4.585	3.9691	4.936	2.3843	4.6525	3.831	4.6159	1.9968	0.346	0.8488	0.7493	2.036	1.2934	6.1004	-0.7834	0.7233	2.5363	2.8055	3.2781	7.302	4.3435
PDCD1LG2-201	ENST00000397747.4	3.0671	2.4171	2.5561	2.3508	2.7357	3.7518	1.0433	1.3901	2.685	3.9792	2.2421	0.4865	1.4962	0.24	0.9935	2.4144	3.4804	4.2389	1.692	1.2992	1.3225	3.0323	3.8002	1.7446	-2.3147	3.0498	2.7805	1.5013	-0.0425	2.8701	3.5682	0.7321	3.3773	1.787	2.8341	3.8759	5.2173	4.4829	2.5087	1.0779	6.5381	3.4713	4.3313	3.0163	2.8877	-0.2671	1.4911
SIGLEC15-201	ENST00000389474.7	0.2762	-0.6416	0.547	-4.2934	1.8957	-9.9658	-1.2142	-3.6259	2.1213	1.2209	1.105	0.2881	-1.8314	-9.9658	-0.5973	1.8996	-4.035	-3.0469	0.3907	-0.1665	-9.9658	3.0393	-1.7809	-1.1172	-9.9658	-0.7108	0.1519	1.2333	-9.9658	0.058	0.9789	-3.816	-1.9942	-1.4305	1.3679	0.7832	0.6145	1.196	-0.9686	-1.2481	2.118	3.0654	-4.2934	-1.8836	-4.035	-9.9658	-0.0877
SIGLEC15-202	ENST00000546268.5	-5.5735	-4.035	-5.0116	-4.6082	-2.2447	-9.9658	-3.6259	-9.9658	-1.2481	-1.9942	-5.0116	-5.0116	-9.9658	-9.9658	-9.9658	-4.6082	-9.9658	-9.9658	-3.6259	-2.2447	-9.9658	-3.816	-9.9658	-3.3076	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.3183	-2.2447	-9.9658	-2.8262	-5.0116	-2.1779	-2.4659	-1.0559	-4.6082	-2.1779	-9.9658	-0.9686	-0.2845	-9.9658	-9.9658	-9.9658	-9.9658	-3.458
SIGLEC15-203	ENST00000587418.2	-4.6082	-2.3147	-3.6259	-9.9658	-3.1714	-9.9658	-3.458	-9.9658	-2.4659	-1.5105	-3.1714	-2.5479	-4.035	-9.9658	-2.9324	-1.5522	-9.9658	-9.9658	-4.2934	-2.7274	-9.9658	-1.5105	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.2934	-9.9658	-9.9658	-9.9658	-3.3076	-9.9658	-9.9658	-2.8262	-3.6259	-2.3884	-3.0469	-1.5105	-9.9658	-4.2934	-9.9658	-9.9658	-9.9658
SIGLEC15-204	ENST00000593178.2	0.7233	2.1541	1.6649	-2.8262	2.5876	-2.7274	0.0158	-2.9324	2.2051	1.8036	0.8488	-0.0725	-3.1714	-6.5064	-1.9379	1.1897	-3.3076	-2.4659	0.3685	0.8327	-4.2934	2.5388	-2.114	0.0014	-9.9658	-2.1779	-1.3921	0.7999	-6.5064	2.0878	2.4727	-3.816	-0.7834	-1.2481	2.0535	2.108	1.0363	1.4065	0.2998	-1.4699	2.6647	3.0585	-2.5479	-0.1828	-1.9942	-9.9658	0.517
SIGLEC15-205	ENST00000602118.6	1.7912	3.1604	0.5666	-9.9658	-0.0725	-9.9658	-1.685	-2.3884	-0.1031	3.3293	2.5188	1.4859	0.9343	-4.035	0.9191	3.0568	-9.9658	-4.2934	0.6425	-0.2671	-3.458	4.9036	-1.0262	1.7995	-1.2828	0.9493	0.6699	2.8422	-3.458	-3.458	-0.6416	-1.685	-9.9658	-2.8262	-9.9658	-3.6259	-1.0262	-1.4699	-9.9658	3.0411	0.0854	0.4233	-2.7274	-0.5756	-9.9658	-4.2934	0.7321
TDO2-201	ENST00000503634.5	-9.9658	-9.9658	-4.2934	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.2934	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.816	-9.9658	-9.9658
TDO2-202	ENST00000506072.5	-4.2934	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.2934	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658
TDO2-203	ENST00000506181.5	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-5.0116	-9.9658	-4.6082	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658
TDO2-204	ENST00000507590.5	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.6349	-9.9658	-9.9658
TDO2-205	ENST00000509738.1	-5.5735	-9.9658	-3.6259	-5.0116	-9.9658	-9.9658	-5.0116	-5.0116	-9.9658	-9.9658	-5.0116	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-5.0116	-3.816	-9.9658	-4.6082	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-5.0116	-9.9658	-9.9658	-2.1779	-9.9658	-9.9658	-9.9658	-9.9658	-5.0116	-9.9658	-2.5479	-5.0116	-5.0116	-4.6082	-9.9658	-9.9658	-1.7809	-5.0116	-9.9658	-9.9658	-5.0116
TDO2-206	ENST00000510293.1	-9.9658	-9.9658	-0.9132	-9.9658	-1.2828	-9.9658	-9.9658	-9.9658	-1.7809	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-0.1031	-9.9658	-4.2934	-9.9658	-1.9379	-9.9658	-9.9658	0.8164	-9.9658	-9.9658	-2.3884	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.1714	-9.9658	-9.9658	-9.9658	-0.3201	-9.9658	-9.9658	-9.9658	-9.9658
TDO2-207	ENST00000512584.5	-9.9658	-4.035	-4.6082	-5.5735	-6.5064	-5.0116	-6.5064	-9.9658	-5.0116	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.6082	-9.9658	-9.9658	-4.6082	-9.9658	-6.5064	-9.9658	-9.9658	-4.6082	-9.9658	-9.9658	-6.5064	-9.9658	-6.5064	-9.9658	-2.9324	-5.0116	-9.9658	-5.0116	-6.5064	-6.5064	-4.2934	-2.9324	-3.3076	-9.9658	-9.9658	-5.5735	-4.2934	-2.1779	-6.5064	-9.9658	-9.9658	-6.5064
TDO2-208	ENST00000536354.2	2.4908	2.5137	4.7981	0.1519	0.4967	0.9343	1.6374	2.4805	1.3791	0.2881	-0.5332	1.9638	0.3573	-0.6193	1.0503	1.2516	0.7579	2.6418	0.2029	1.5266	0.9115	1.5216	1.8242	1.7403	-2.7274	-0.0277	1.6281	-0.7588	0.4967	4.7291	4.245	-0.0277	2.1444	1.2271	0.8961	1.8879	3.3605	3.8218	-0.2328	0.6517	2.5388	3.1045	3.7857	2.4117	1.3679	-1.8314	2.6441
TGFB1-201	ENST00000221930.5	5.0726	4.3413	6.1307	6.3586	6.2149	5.639	6.0896	5.66	6.1841	5.7393	5.2449	5.1958	4.4797	4.9924	5.0833	5.9163	6.2676	6.1753	5.4568	5.0549	5.1639	5.7621	5.7225	5.4819	4.1441	5.026	5.7504	5.1478	5.4938	6.3904	5.8701	5.393	6.0726	5.8337	5.5157	6.14	6.6966	5.9723	5.9577	4.9496	5.8311	6.0446	6.5122	5.6212	5.9421	4.5693	6.1453
TGFB1-202	ENST00000597453.1	1.2576	2.0569	1.5709	2.874	2.1147	1.6466	1.8484	1.8957	1.614	0.0718	0.5955	0.058	-9.9658	0.1903	-9.9658	0.679	1.766	0.8568	0.4016	2.1147	0.9716	-0.2159	1.8722	1.5115	-0.0574	-0.6416	1.0433	-0.8863	-1.9379	1.595	1.0642	2.1988	1.4281	-0.6873	0.4865	1.642	1.3623	-0.6416	1.4174	3.0961	-0.9406	0.1388	1.2756	1.8444	0.6608	1.3051	2.233
TGFB1-203	ENST00000598758.5	4.0985	5.0095	2.9243	3.8198	1.7532	2.7336	0.9191	3.6816	2.0218	1.4859	2.376	2.2901	2.0912	2.6715	0.5568	0.8164	0.8647	1.7489	2.4857	2.2082	3.7635	3.8136	4.6548	3.7898	3.9327	0.7407	-0.3201	3.5009	4.2518	2.1766	2.8819	5.1318	0.2277	0.547	0.7146	2.004	1.2815	0.7748	-0.0574	5.5085	-0.7108	0.4016	1.125	3.9956	1.6093	5.3266	-0.7834
TGFB1-204	ENST00000600196.1	2.3843	1.2576	2.5137	2.5924	2.128	1.4388	1.5115	3.0757	2.4649	3.2251	2.1476	2.3788	-0.4719	1.8363	3.027	2.8877	1.4228	1.4704	2.1378	2.0183	2.5137	2.0742	3.1278	2.8994	1.3623	1.9968	2.9948	2.4252	2.7379	2.6873	2.1734	2.6715	1.5514	2.2113	0.6608	1.4281	2.8542	1.7702	1.3454	2.1541	1.5316	2.0673	2.1047	2.2872	1.7954	2.4412	2.7357
