Name	sample	TCGA-2J-AAB1-01	TCGA-2J-AAB4-01	TCGA-2J-AAB6-01	TCGA-2J-AAB8-01	TCGA-2J-AAB9-01	TCGA-2J-AABA-01	TCGA-2J-AABE-01	TCGA-2J-AABF-01	TCGA-2J-AABH-01	TCGA-2J-AABI-01	TCGA-2J-AABK-01	TCGA-2J-AABO-01	TCGA-2J-AABP-01	TCGA-2J-AABR-01	TCGA-2J-AABT-01	TCGA-2J-AABU-01	TCGA-2J-AABV-01	TCGA-2L-AAQA-01	TCGA-2L-AAQE-01	TCGA-2L-AAQI-01	TCGA-2L-AAQJ-01	TCGA-2L-AAQL-01	TCGA-2L-AAQM-01	TCGA-3A-A9I5-01	TCGA-3A-A9I7-01	TCGA-3A-A9I9-01	TCGA-3A-A9IB-01	TCGA-3A-A9IC-01	TCGA-3A-A9IH-01	TCGA-3A-A9IJ-01	TCGA-3A-A9IL-01	TCGA-3A-A9IN-01	TCGA-3A-A9IO-01	TCGA-3A-A9IR-01	TCGA-3A-A9IS-01	TCGA-3A-A9IU-01	TCGA-3A-A9IV-01	TCGA-3A-A9IX-01	TCGA-3A-A9IZ-01	TCGA-3A-A9J0-01	TCGA-3E-AAAY-01	TCGA-3E-AAAZ-01	TCGA-F2-6879-01	TCGA-F2-6880-01	TCGA-F2-7273-01	TCGA-F2-7276-01	TCGA-F2-A44G-01	TCGA-F2-A44H-01	TCGA-F2-A7TX-01	TCGA-F2-A8YN-01	TCGA-FB-A4P5-01	TCGA-FB-A4P6-01	TCGA-FB-A545-01	TCGA-FB-A5VM-01	TCGA-FB-A78T-01	TCGA-FB-A7DR-01	TCGA-FB-AAPP-01	TCGA-FB-AAPQ-01	TCGA-FB-AAPS-01	TCGA-FB-AAPU-01	TCGA-FB-AAPY-01	TCGA-FB-AAPZ-01	TCGA-FB-AAQ0-01	TCGA-FB-AAQ1-01	TCGA-FB-AAQ2-01	TCGA-FB-AAQ3-01	TCGA-FB-AAQ6-01	TCGA-H6-8124-01	TCGA-H6-8124-11	TCGA-H6-A45N-01	TCGA-H6-A45N-11	TCGA-H8-A6C1-01	TCGA-HV-A5A3-01	TCGA-HV-A5A3-11	TCGA-HV-A5A4-01	TCGA-HV-A5A5-01	TCGA-HV-A5A6-01	TCGA-HV-A7OL-01	TCGA-HV-A7OP-01	TCGA-HV-AA8V-01	TCGA-HV-AA8X-01	TCGA-HZ-7289-01	TCGA-HZ-7918-01	TCGA-HZ-7919-01	TCGA-HZ-7920-01	TCGA-HZ-7922-01	TCGA-HZ-7923-01	TCGA-HZ-7924-01	TCGA-HZ-7925-01	TCGA-HZ-7926-01	TCGA-HZ-8001-01	TCGA-HZ-8002-01	TCGA-HZ-8003-01	TCGA-HZ-8005-01	TCGA-HZ-8315-01	TCGA-HZ-8317-01	TCGA-HZ-8519-01	TCGA-HZ-8636-01	TCGA-HZ-8637-01	TCGA-HZ-8638-01	TCGA-HZ-A49G-01	TCGA-HZ-A49H-01	TCGA-HZ-A49I-01	TCGA-HZ-A4BH-01	TCGA-HZ-A4BK-01	TCGA-HZ-A77O-01	TCGA-HZ-A77P-01	TCGA-HZ-A77Q-01	TCGA-HZ-A8P0-01	TCGA-HZ-A8P1-01	TCGA-HZ-A9TJ-01	TCGA-HZ-A9TJ-06	TCGA-IB-7644-01	TCGA-IB-7645-01	TCGA-IB-7646-01	TCGA-IB-7647-01	TCGA-IB-7649-01	TCGA-IB-7651-01	TCGA-IB-7652-01	TCGA-IB-7654-01	TCGA-IB-7885-01	TCGA-IB-7886-01	TCGA-IB-7887-01	TCGA-IB-7888-01	TCGA-IB-7889-01	TCGA-IB-7890-01	TCGA-IB-7891-01	TCGA-IB-7893-01	TCGA-IB-7897-01	TCGA-IB-8126-01	TCGA-IB-8127-01	TCGA-IB-A5SO-01	TCGA-IB-A5SP-01	TCGA-IB-A5SQ-01	TCGA-IB-A5SS-01	TCGA-IB-A5ST-01	TCGA-IB-A6UF-01	TCGA-IB-A6UG-01	TCGA-IB-A7LX-01	TCGA-IB-A7M4-01	TCGA-IB-AAUM-01	TCGA-IB-AAUN-01	TCGA-IB-AAUO-01	TCGA-IB-AAUP-01	TCGA-IB-AAUQ-01	TCGA-IB-AAUR-01	TCGA-IB-AAUS-01	TCGA-IB-AAUT-01	TCGA-IB-AAUU-01	TCGA-IB-AAUV-01	TCGA-IB-AAUW-01	TCGA-L1-A7W4-01	TCGA-LB-A7SX-01	TCGA-LB-A8F3-01	TCGA-LB-A9Q5-01	TCGA-M8-A5N4-01	TCGA-OE-A75W-01	TCGA-PZ-A5RE-01	TCGA-Q3-A5QY-01	TCGA-Q3-AA2A-01	TCGA-RB-A7B8-01	TCGA-RB-AA9M-01	TCGA-RL-AAAS-01	TCGA-S4-A8RM-01	TCGA-S4-A8RO-01	TCGA-S4-A8RP-01	TCGA-US-A774-01	TCGA-US-A776-01	TCGA-US-A779-01	TCGA-US-A77E-01	TCGA-US-A77G-01	TCGA-US-A77J-01	TCGA-XD-AAUG-01	TCGA-XD-AAUH-01	TCGA-XD-AAUI-01	TCGA-XD-AAUL-01	TCGA-XN-A8T3-01	TCGA-XN-A8T5-01	TCGA-YB-A89D-01	TCGA-YB-A89D-11	TCGA-YH-A8SY-01	TCGA-YY-A8LH-01	TCGA-Z5-AAPL-01
IDO1-208	ENST00000522840.1	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.4659	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.0469	-9.9658	-9.9658	-9.9658	-3.1714	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.2934	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.6259	-9.9658	-3.6259	-9.9658	-9.9658	-9.9658	-9.9658
IDO1-209	ENST00000523779.1	4.439	2.0878	0.8805	-0.4325	-1.1172	-1.685	0.1124	2.0569	-1.7322	0.5271	-1.6394	-2.7274	2.9966	2.0325	0.4865	-9.9658	-1.7809	-1.3548	-9.9658	-9.9658	-9.9658	-0.3566	4.1053	-9.9658	0.7407	0.346	-0.9686	0.4552	-2.0529	-3.1714	1.3901	-0.4131	0.099	-0.9686	1.2516	-0.2159	-3.0469	0.3907	0.6332	-0.394	0.2642	-9.9658	0.434	-1.9942	0.0158	-0.2328	1.5806	-9.9658	5.9998	-5.0116	-1.0862	-0.7588	-1.5105	1.9859	0.7407	3.7061	-0.5125	-0.013	0.3115	0.2277	2.6161	-9.9658	-2.5479	-0.9686	-9.9658	0.044	-9.9658	-9.9658	-1.1811	1.105	1.8524	1.8363	-2.3884	-9.9658	-0.2328	0.6239	0.4865	2.233	-9.9658	-0.6193	-1.9379	-9.9658	2.2019	0.7407	-9.9658	-2.7274	0.547	-1.1488	-0.4325	-0.6643	0.9935	-0.0725	-1.5522	3.8116	1.8564	-1.5522	-1.2481	-0.7108	3.4411	2.0673	-1.4305	0.24	-0.7346	1.6785	1.3679	1.2576	-1.5105	0.5271	-1.3548	-0.0574	-0.4521	-9.9658	-1.0262	1.7403	3.867	0.8961	0.537	3.6054	-0.8084	-1.0862	-2.0529	1.9226	-0.9406	0.7233	-9.9658	0.688	1.5013	-1.8836	0.4967	-0.6873	-1.5951	0.03	-0.394	0.605	-9.9658	0.547	0.1648	-0.3566	-2.2447	3.9041	-0.5973	2.1638	3.9346	2.2019	0.099	2.496	2.1798	2.1957	-0.0425	1.4494	0.4016	-3.816	-0.4719	-3.3076	-1.8836	4.9031	1.9675	1.1447	2.8402	0.0158	0.8488	0.1519	2.1606	1.1833	-9.9658	2.0535	1.7575	-0.7834	-2.3884	-0.1031	-0.1504	2.5585	-9.9658	0.0158	0.1776	0.2154	1.5806	0.9038	0.7579	0.044	0.0014	0.3907	3.4344
IL10-201	ENST00000367099.3	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.9324	-2.7274	-1.3921	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.8262	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.6259	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.5479	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.458	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.5479	-9.9658	-2.3147	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.1714	-9.9658	-9.9658	-9.9658	-3.6259	-9.9658	-3.6259	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.685	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.8314	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.8262	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.3076	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.458	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.816	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658
IL10-202	ENST00000423557.1	-2.6349	-2.2447	-1.8836	-0.2671	-1.0862	-1.5951	0.6145	-0.3383	-2.7274	-4.6082	-2.4659	-0.8863	2.561	-0.2671	-0.8084	-0.9686	-3.816	-1.6394	-1.9942	-2.6349	-2.2447	-1.7809	-5.5735	-3.458	-0.1187	-3.1714	-1.5522	0.8726	-2.5479	-3.0469	-4.035	-1.9379	-5.5735	-2.114	-3.0469	-1.7322	-3.816	-0.3752	-1.8836	-1.0559	-1.2481	-0.5756	-2.3884	-6.5064	-0.5332	0.1124	-1.7809	0.24	-0.9971	-0.3383	-1.7322	-1.6394	-4.035	-1.5522	-2.1779	-0.1031	-5.0116	-3.0469	-0.6873	-3.6259	-1.9379	-1.2142	-3.3076	-2.0529	-2.5479	-2.2447	-0.7834	-2.3147	-0.8339	-1.7809	-1.2481	-3.458	-2.8262	-0.5332	-1.8314	-2.0529	-1.685	-1.1172	-0.0425	-0.3201	-2.1779	-5.0116	-0.394	-1.3548	0.2154	-1.3183	0.8408	-2.3147	-1.0262	-0.9971	0.4761	0.7832	-1.4305	-0.8339	-0.0277	-0.4131	-0.7588	-0.3022	0.6332	-1.4305	-1.4305	0.1648	-0.4719	-0.4325	-0.7834	-4.035	-0.9686	-0.0425	-3.816	-3.1714	-4.2934	-1.2142	-3.0469	0.2029	-0.9971	-0.5756	-4.2934	-1.8836	-0.1504	-2.4659	-0.5125	0.4657	-3.6259	-0.9406	-1.685	-1.0559	-1.4305	-1.8836	0.547	-1.0559	-1.1811	-0.9686	-2.3884	-0.7834	-0.7108	-0.6193	-1.9942	-3.0469	-2.9324	-1.5951	-2.6349	-1.7322	-0.9971	-1.6394	-2.6349	0.24	0.6969	-0.8339	-2.114	-0.1187	0.2881	-2.114	-1.4699	-2.6349	-1.9942	-1.0559	-3.458	-1.7322	-0.4131	-2.3147	-2.1779	-0.6416	-0.9686	-1.8836	-2.7274	-1.8836	-1.2142	-4.035	-4.2934	-3.0469	-1.5951	0.3573	-0.6643	-0.2159	-1.6394	-1.5105	-0.2498	-0.2498	-0.1665	-0.1031	-0.9971	-2.8262	-0.4521
IL10-203	ENST00000471071.1	-3.1714	-9.9658	-2.9324	-1.7322	-9.9658	-2.0529	0.1388	-1.1811	-9.9658	-9.9658	-9.9658	-9.9658	-0.0725	-4.6082	-1.9379	0.0014	-9.9658	-3.816	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.035	-4.2934	-3.0469	-1.3183	-9.9658	-4.035	-4.6082	-5.5735	-9.9658	-5.5735	-9.9658	-1.3548	-2.7274	-1.1811	-3.6259	-1.3548	-9.9658	-2.0529	-9.9658	-9.9658	-1.7322	-0.2328	-9.9658	-0.3566	-1.3921	-1.7322	-1.685	-0.9132	-9.9658	-9.9658	-3.458	-2.7274	-2.5479	-9.9658	-1.4699	-9.9658	-1.2481	-2.8262	-9.9658	-9.9658	-3.3076	-2.3147	-0.3022	-2.0529	-0.7108	-1.8836	-9.9658	-9.9658	-4.035	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.0469	-4.035	-0.4521	-2.4659	-9.9658	-1.8314	0.0854	-9.9658	-2.3147	-1.685	-0.2671	-0.1828	-1.1172	-1.3921	-2.5479	-9.9658	-3.0469	-0.5756	-0.1993	-9.9658	-9.9658	-0.6193	-1.4305	-9.9658	-1.4699	-2.7274	-2.3147	-0.2671	-3.0469	-2.1779	-3.1714	-9.9658	-2.9324	-2.114	-1.685	-1.9379	-2.7274	-2.8262	-3.1714	-9.9658	-1.4305	0.03	-2.8262	-0.9132	-1.7809	-0.8084	-3.1714	-9.9658	-0.5973	-2.0529	-9.9658	-0.9686	-9.9658	-1.5951	-0.8599	-1.685	-3.1714	-9.9658	-9.9658	-9.9658	-3.0469	-9.9658	-1.8314	-0.5973	-1.3921	-0.4131	0.3115	-1.9379	-2.114	-0.7346	-0.2671	-9.9658	-0.6873	-9.9658	-9.9658	-9.9658	-9.9658	-2.114	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-0.8084	-9.9658	-9.9658	-9.9658	-2.6349	-9.9658	-0.9971	-9.9658	-9.9658	-9.9658	-1.9379	-1.9379	-9.9658	-1.3183	-9.9658	-1.8314	-9.9658
LGALS3-201	ENST00000254301.13	9.2538	9.1208	9.5064	8.6753	7.6857	8.4874	8.8371	8.3925	8.9809	7.3257	8.8651	9.2598	6.9254	8.1516	8.4406	9.4604	6.1237	9.2507	9.5585	9.6333	9.6465	9.6551	4.9227	8.2987	9.0481	7.7376	8.9282	8.3095	9.0092	5.5565	4.4377	5.3516	4.0419	3.3293	1.9188	9.6838	3.8769	7.7267	9.0932	9.3005	8.8438	10.092	9.6049	4.3227	7.9547	7.6483	9.0508	7.9372	8.6833	9.5915	8.2253	8.4619	9.2598	7.5117	9.1826	8.8897	8.8544	9.0349	8.3245	9.0186	8.9152	9.6691	9.7705	8.3451	9.2705	9.6827	9.2034	8.7278	8.1118	8.8729	4.8017	4.9741	9.6967	7.9836	9.6929	8.4886	8.7018	9.5567	6.5601	9.1045	10.0039	9.7962	8.418	10.0362	7.5378	9.6663	8.2032	9.4051	9.1464	8.9377	8.4367	8.0018	6.5975	8.9366	9.4417	7.6668	7.1791	9.248	8.4044	9.0416	8.2872	8.1473	9.8674	9.283	9.0747	7.7127	8.6729	9.2574	8.3506	9.1403	9.2274	8.5525	9.4807	8.0105	9.6031	9.2791	7.7467	8.6954	8.659	8.8275	8.9297	9.886	8.74	9.5693	9.2827	8.9824	8.0659	8.4919	7.6942	6.6035	9.9454	8.4965	9.7062	8.1194	9.8408	7.3809	9.1548	8.6856	9.4461	9.4731	6.7173	8.6822	8.7275	8.3086	9.0205	7.782	8.9044	7.9226	9.9118	8.1768	8.7784	8.9737	8.0674	7.948	7.3029	9.4688	9.3823	10.1563	8.4611	8.8402	8.8815	8.8256	8.4713	9.9718	8.9292	8.9479	8.6402	9.1121	9.4594	8.8732	9.4472	8.082	7.6867	8.0226	9.2533	9.6202	8.2484	8.0974	9.1203	8.8693	8.299	9.7013	7.5317
LGALS3-202	ENST00000553493.5	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.3147	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.9942	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.9942	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658
LGALS3-203	ENST00000553755.5	7.1545	5.1416	6.1534	3.3883	5.2803	5.5583	6.7944	5.7057	7.5339	4.7661	4.3169	4.5892	4.5342	5.8004	6.2761	6.3848	-0.4325	5.2173	6.4785	5.2173	5.5056	4.0807	0.8082	2.3926	5.2246	2.1541	5.3632	4.3779	4.7698	1.1117	1.766	1.7786	0.346	-0.0877	-0.4131	5.9194	3.1212	4.197	6.4738	6.8112	5.3136	6.3577	5.2323	2.0395	5.4013	3.7443	6.1123	5.3158	5.6637	6.4221	5.5056	6.4788	6.5771	3.0619	5.1048	4.6404	6.5647	6.797	3.3911	6.918	4.4764	6.1733	5.9227	4.4784	5.6907	2.4883	7.0285	4.7377	3.834	7.0761	1.6875	4.5796	7.6701	5.0462	7.684	5.8438	4.423	4.0558	-9.9658	5.906	5.2865	7.4106	1.2147	3.4726	1.4388	5.0644	4.2212	6.4333	4.7903	5.2361	0.9935	2.1509	2.0638	6.3801	4.1036	3.4881	4.162	6.4446	4.7121	4.4693	5.3548	4.6611	7.8733	6.5126	6.7517	4.1335	4.9901	4.7945	2.753	5.5644	6.0708	7.4496	5.7334	2.4279	3.0323	3.3814	-0.1187	5.4728	5.6971	5.2188	4.774	3.772	4.5053	3.5657	1.692	5.0824	4.2533	2.1476	0.2154	1.4859	6.3043	5.4413	7.1588	4.8866	6.8435	4.2855	6.1165	5.3544	6.7646	6.5137	2.9167	4.0773	4.9208	4.844	5.4725	4.6347	5.1404	5.0059	5.4822	4.2111	4.7236	5.9828	4.2119	2.9128	3.3993	7.0311	3.3966	6.7703	4.8992	3.7006	4.1169	3.9242	3.9012	6.3167	4.9156	4.6253	5.6112	5.3569	5.5611	4.8876	6.823	3.7646	4.8846	4.162	5.0462	6.0315	5.2457	4.4868	5.8535	5.3917	3.7204	6.2567	2.0111
LGALS3-204	ENST00000554715.1	0.346	2.1411	2.0569	1.8801	-0.9686	0.6699	1.0433	1.4704	1.6466	-0.1031	1.0915	0.6517	-9.9658	1.0293	-0.1665	0.1388	-4.2934	2.6232	1.125	1.105	0.1388	-2.1779	-2.7274	-1.2828	0.2881	-2.0529	0.9268	0.099	-0.7108	-9.9658	-9.9658	-9.9658	-2.9324	-9.9658	-9.9658	1.949	-9.9658	-1.685	1.2576	1.8242	-0.5973	0.7058	0.2154	-9.9658	-2.4659	-1.8314	-0.013	-0.7108	-1.2828	1.3791	-1.2828	1.0642	-0.9132	-2.5479	1.3791	-0.1828	0.6425	3.2297	-0.2845	2.5852	0.4967	3.0127	2.5011	0.8164	0.5763	-0.1993	0.9343	-0.8084	-1.5951	0.9115	-3.1714	0.3346	0.8327	-9.9658	0.7321	-1.1172	-2.9324	-9.9658	-9.9658	1.5316	0.9493	-1.3183	-1.7809	0.2277	-1.8836	-0.5332	-0.0574	0.517	-1.3548	-0.0725	-4.035	-0.7108	-1.7322	-0.3201	0.0854	-0.7108	-2.7274	-0.4719	-0.5973	0.1388	-1.0862	-3.3076	2.5658	1.0151	0.4125	-0.7834	-0.4131	-0.4325	-0.013	1.4335	2.3106	1.1577	-0.5543	-9.9658	-2.1779	-0.1187	-9.9658	-0.5125	-0.4131	-1.8836	-2.5479	1.1577	-1.3921	-1.7809	-3.1714	-1.3921	-3.3076	-1.1488	-2.3147	-3.816	0.6145	0.5568	0.8164	-2.8262	-1.9379	-1.3921	1.6045	1.5661	2.8877	0.03	-0.1828	-0.7108	-0.0725	0.1519	1.3397	-0.6873	0.2642	0.5568	0.679	-0.5973	-0.5125	0.7493	-1.0559	-2.5479	-1.1488	1.1641	0.099	1.1184	-1.7809	0.1388	0.4865	0.688	-3.0469	3.309	0.517	0.4552	-1.9942	0.6145	-3.1714	0.8647	1.9415	-9.9658	0.3573	0.5069	1.1706	0.9115	-1.7809	-2.3884	0.1124	0.1776	0.2762	1.9415	-0.9686
LGALS3-205	ENST00000556263.1	-0.1345	0.3231	0.3346	-0.5332	-1.4699	-1.7809	-0.6643	-0.5125	-0.9971	-2.8262	-1.3921	-1.9379	-2.1779	-1.8314	-0.6873	-9.9658	-9.9658	0.9419	-9.9658	-0.3752	1.0573	-0.3566	-9.9658	-2.8262	-1.3921	-2.9324	-1.0262	-0.7346	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	1.196	-9.9658	-1.685	-0.5543	-0.1665	0.2762	0.1257	0.3231	-2.9324	-0.2328	-9.9658	-9.9658	-1.1811	0.1124	0.5568	-9.9658	-0.7108	0.688	-0.2845	0.9419	-1.0862	-9.9658	0.1124	-0.8084	0.2277	-2.7274	0.346	0.7579	-9.9658	-1.5951	-0.0725	-1.3548	-0.8863	-0.9406	0.8647	-9.9658	-2.7274	0.6517	-9.9658	0.3907	-1.4699	-0.2498	0.1257	-9.9658	-1.1172	-0.7108	0.7664	-3.6259	-0.6416	-3.458	-0.7346	-9.9658	0.7146	-1.2828	0.1519	-9.9658	-0.7588	-9.9658	0.5955	-0.3022	-0.8863	-3.0469	-1.5105	-0.9686	-1.8836	-0.5973	-0.5543	1.105	1.0079	0.044	-9.9658	-0.4921	-1.9379	-1.2828	-0.1828	-0.6193	-2.3884	0.346	-1.3921	-1.4699	-2.6349	-2.7274	0.517	0.3685	-1.8314	-9.9658	-0.7834	-0.4719	-0.5125	-1.7322	-1.1811	-2.9324	-1.3548	-9.9658	-1.0862	0.7916	-0.8599	1.3397	-2.1779	1.4174	-0.1187	0.3346	0.2154	0.434	0.346	-9.9658	-1.3183	-9.9658	-2.5479	-0.4719	-2.114	-0.7346	0.1124	-0.2159	-1.0262	0.1776	0.7579	-0.1504	-1.9942	-1.3921	1.6187	1.3846	1.8879	-2.5479	-2.3147	-0.013	-1.2828	-9.9658	1.196	0.346	-0.1665	0.4657	0.1776	0.2277	-1.3548	1.0007	-1.3183	-9.9658	-2.2447	0.4016	-0.6873	-1.4305	-9.9658	0.3796	0.2998	-2.2447	0.679	-9.9658
LGALS3-206	ENST00000556322.1	0.3796	-2.5479	-0.0277	-9.9658	-9.9658	-0.7588	-1.7809	-1.4699	-1.0262	-9.9658	-9.9658	-0.9132	-9.9658	-9.9658	-0.6643	-9.9658	-9.9658	-1.9942	-9.9658	-0.6643	1.0293	-6.5064	-2.6349	-3.1714	-1.4305	-2.114	-0.3566	-9.9658	-0.9971	-9.9658	-9.9658	-2.2447	-9.9658	-9.9658	-9.9658	-0.1345	-9.9658	-9.9658	-1.6394	0.1648	-2.3147	-0.9686	-2.8262	-9.9658	-0.6416	-1.8314	-2.8262	0.3573	-2.6349	-3.0469	-9.9658	0.0014	0.8961	-9.9658	-9.9658	-0.5973	-9.9658	-0.4131	-0.0725	-0.7834	-0.7834	-1.0862	0.5271	-1.6394	0.8082	-0.3383	0.2029	-9.9658	-0.6416	-9.9658	-1.5105	-9.9658	-1.0862	-9.9658	-0.1665	-9.9658	0.2522	-2.4659	-9.9658	-1.1488	-0.394	-9.9658	-3.6259	-3.1714	-9.9658	-9.9658	-9.9658	0.3573	0.517	-9.9658	-3.6259	-3.1714	-9.9658	-1.0862	-2.5479	-2.9324	-1.1811	-4.035	-1.4305	-1.9942	-0.1504	-9.9658	1.125	0.9642	0.2277	-9.9658	-3.458	-1.0862	-0.8084	-9.9658	-2.2447	-1.3183	-0.4521	-2.9324	-9.9658	-9.9658	-2.6349	-2.9324	-9.9658	-0.9686	-1.1811	-1.8314	-1.8314	-9.9658	-9.9658	-0.6193	-9.9658	-3.3076	-3.1714	-9.9658	-1.1488	-0.9406	-9.9658	-9.9658	0.8246	-2.3147	-9.9658	-0.0277	0.6517	-0.0425	-2.9324	-2.6349	-0.9971	-1.5951	-9.9658	-2.5479	-2.3884	-0.9406	-0.7588	-2.9324	-2.7274	-0.0574	-9.9658	-2.9324	-9.9658	-9.9658	-5.5735	-0.7108	-9.9658	-2.3884	-2.3147	-1.4699	-1.7322	-0.0574	-1.4699	-0.1993	-9.9658	0.1257	-0.8863	-0.1993	-0.9406	-3.0469	-9.9658	-2.4659	-0.8599	0.1519	-9.9658	-2.114	-9.9658	-4.035	-9.9658	-1.3183	-9.9658
